ID_PERSONA;cluster_id;TESTO_PULITO;ETA_x;DURATA;Ral di uscita_x;TITOLO_DI_STUDIO;SESSO;GENERAZIONE;QUALIFICA;CCNL;Contenuti tecnici;Commento1;Livello di autonomia;Commento2;Opportunità di proporre nuove idee;Commento3;Sfide connesse al ruolo;Commento4;Relazione con il team;Commento5;Relazione con il management;Commento6;Ambiente fisico di lavoro;Commento7;Compensation e benefit;Commento8;Bilanciamento lavoro-vita privata;Commento9;Cultura e valori aziendali;Commento10;Opportunità professionale in altra azienda;Maggiore allineamento rispetto a competenze e interessi;Maggiore impatto sul risultato;Nuove sfide;Migliore offerta di Compensation e/o Benefit;Migliore bilanciamento vita privata/lavoro;Altro;Commento_finale;Consiglieresti Hera ai tuoi amici?;Cosa avrebbe potuto fare l'azienda per evitare la tua uscita?;tfidf_attività;tfidf_autonomia;tfidf_avuto;tfidf_bene;tfidf_buon;tfidf_cui;tfidf_esperienza;tfidf_feedback;tfidf_lavorare;tfidf_modo;tfidf_ottimo;tfidf_parte;tfidf_poco;tfidf_punto;tfidf_qualche;tfidf_sempre;tfidf_solo;tfidf_team;ANZIANITA_AZIENDALE;Ral di uscita_y;ETA_y;valutazione performance 2022;valutazione performance 2023;valutazione performance 2024;valutazione performance 2025;valutazione performance 2026;QUALIFICA_Operaio;QUALIFICA_Quadro;MACROGRUPPO_Ambiente, Economia Circolare e Servizi Operativi (2);MACROGRUPPO_Energie Rinnovabili;MACROGRUPPO_Governance, Persone e Funzioni Centrali;MACROGRUPPO_Gruppo Territoriale e Controllate;MACROGRUPPO_Gruppo Territoriale e Controllate (2);MACROGRUPPO_Innovazione e Trasformazione Digitale;MACROGRUPPO_Mercato, Clienti e Vendite;MACROGRUPPO_Reti e Infrastrutture;MACROGRUPPO_Servizi Corporate;MACROGRUPPO_Sviluppo Business e Partnership;MACRO_FAMIGLIA_PROFESSIONALE_ACQUISTI E APPALTI;MACRO_FAMIGLIA_PROFESSIONALE_AMBIENTE;MACRO_FAMIGLIA_PROFESSIONALE_AMMINISTRAZIONE, FINANZA E CONTROLLO;MACRO_FAMIGLIA_PROFESSIONALE_BUSINESS DEVELOPMENT;MACRO_FAMIGLIA_PROFESSIONALE_COMUNICAZIONE E STAKEHOLDER MANAGEMENT;MACRO_FAMIGLIA_PROFESSIONALE_DISTRIBUZIONE ENERGY;MACRO_FAMIGLIA_PROFESSIONALE_EDILE;MACRO_FAMIGLIA_PROFESSIONALE_ILLUMINAZIONE PUBBLICA;MACRO_FAMIGLIA_PROFESSIONALE_INFORMATION E COMMUNICATION TECHNOLOGY;MACRO_FAMIGLIA_PROFESSIONALE_INGEGNERIA;MACRO_FAMIGLIA_PROFESSIONALE_INNOVAZIONE E SVILUPPO TECNOLOGICO;MACRO_FAMIGLIA_PROFESSIONALE_LABORATORI;MACRO_FAMIGLIA_PROFESSIONALE_MARKETING, VENDITA E GESTIONE CLIENTI;MACRO_FAMIGLIA_PROFESSIONALE_OPERATIONS;MACRO_FAMIGLIA_PROFESSIONALE_PERSONALE E ORGANIZZAZIONE;MACRO_FAMIGLIA_PROFESSIONALE_REGOLAZIONE, GOVERNANCE E COMPLIANCE;MACRO_FAMIGLIA_PROFESSIONALE_Sconosciuto;MACRO_FAMIGLIA_PROFESSIONALE_TRADING;MACRO_FAMIGLIA_PROFESSIONALE_VARIE;FL_RESPONSABILE_Sconosciuto;FL_RESPONSABILE_Sì
1E+14;5;critico attività poco coerenti mio profilo stato elemento determinante sotto autonomia limitata alcuni temi inciso pur essendo unico sarebbe punto forza proposte trasformate risultati degli aspetti migliori solo parzialmente attività spesso simili aumentato insoddisfazione eccellente ottima collaborazione reso esperienza positiva discreto comunicazione aiuterebbe stato decisivo maggiore chiarezza sarebbe stato ottimo ben oltre ambiente confortevole stato punto forza esperienza solida buon equilibrio fisso benefit supportato permanenza buona buona flessibilità stato davvero forte coerenza valoriale reso esperienza positiva;58;25;44558,75;DIPLOMA;M;GEN X;Impiegato;FEDERGASACQUA;1;"Aspetto critico: attività poco coerenti con il mio profilo; è stato un elemento determinante.";2;"Sotto le aspettative: autonomia limitata su alcuni temi; ha inciso, pur non essendo l'unico motivo. Con piccoli aggiustamenti sarebbe migliorato molto.";5;"Punto di forza: proposte trasformate in risultati; è uno degli aspetti migliori.";2;"Solo parzialmente in linea: attività spesso simili; ha aumentato l'insoddisfazione.";5;"Eccellente: ottima collaborazione; ha reso l'esperienza molto positiva.";3;"Nel complesso discreto: più comunicazione aiuterebbe; non è stato decisivo, ma migliorabile. Con maggiore chiarezza sarebbe stato ottimo.";5;"Ben oltre le aspettative: ambiente molto confortevole; è stato un punto di forza.";4;"Esperienza solida: buon equilibrio tra fisso e benefit; ha supportato la permanenza.";4;"Valutazione buona: buona flessibilità; non è stato un motivo di uscita.";5;"Aspetto davvero positivo: forte coerenza valoriale; ha reso l'esperienza molto positiva.";0;0;0;1;0;0;0;;7;Più delega e chiarezza sulle responsabilità.;0,244890276;0,122129326;0;0;0,10087743;0;0,240255467;0;0;0;0,089440011;0;0,097941216;0,131860704;0;0;0,069670958;0;-0,376676897;-0,869513864;-0,754375688;7;3;8;6;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1E+14;1;esperienza solida buona complessità casi supportato permanenza sotto continui passaggi autorizzativi spinto valutare alternative canali informali funzionavano metà area cui può lavorare discreto sviluppo possibile rotazione stato decisivo discreto buona disponibilità carichi pesanti area cui può lavorare abbastanza supporto presente continuo area cui può lavorare buona sede funzionale supportato permanenza discreto margini variabile benefit inciso parte ben lontano quanto aspettavo difficile staccare stato motivi principali spesso oltre cultura positiva supportato permanenza;40;17;35961,23;;F;MILLENNIALS;Impiegato;FEDERAMBIENTE;4;"Esperienza solida: buona complessità dei casi; ha supportato la permanenza.";1;"Molto sotto le aspettative: continui passaggi autorizzativi; mi ha spinto a valutare alternative.";3;"Soddisfacente ma migliorabile: canali informali funzionavano a metà; è un'area su cui si può lavorare.";3;"Nel complesso discreto: sviluppo possibile con più rotazione; non è stato decisivo, ma migliorabile.";3;"Nel complesso discreto: buona disponibilità, ma carichi pesanti; è un'area su cui si può lavorare.";3;"Abbastanza in linea: supporto presente ma non continuo; è un'area su cui si può lavorare.";4;"Valutazione buona: sede funzionale; ha supportato la permanenza.";3;"Nel complesso discreto: margini su variabile/benefit; ha inciso in parte.";1;"Ben lontano da quanto mi aspettavo: difficile staccare; è stato uno dei motivi principali.";4;"In linea e spesso oltre: cultura positiva; ha supportato la permanenza.";0;0;0;0;1;0;0;;8;Più delega e chiarezza sulle responsabilità.;0;0;0;0;0;0,241104522;0,079059707;0;0,236022396;0;0;0,082818832;0;0;0;0;0;0;-0,313330978;-0,869513864;-0,466120506;2;3;8;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2868_ACR;4;sotto operativo ripetitivo spinto valutare alternative pienamente spazi decisionali ridotti aumentato insoddisfazione pienamente ascolto presente poco strutturato aumentato insoddisfazione tratti sfide presenti continue resta punto miglioramento discreto team alti bassi inciso parte decisamente insufficiente poca chiarezza priorità spinto valutare alternative tratti strumenti sufficienti stato decisivo debole previsto progressioni lente aumentato insoddisfazione solo parzialmente equilibrio sempre gestibile contribuito ben oltre cultura davvero inclusiva ciò mancherà;53;0;30952,77;;M;GEN X;Operaio;EDILE;1;"Molto sotto le aspettative: molto lavoro operativo ripetitivo; mi ha spinto a valutare alternative.";2;"Non pienamente soddisfacente: spazi decisionali ridotti; ha aumentato l'insoddisfazione.";2;"Non pienamente soddisfacente: ascolto presente ma poco strutturato; ha aumentato l'insoddisfazione.";3;"In linea a tratti: sfide presenti, ma non continue; resta un punto di miglioramento.";3;"Nel complesso discreto: team ok, con alti e bassi; ha inciso in parte.";1;"Decisamente insufficiente: poca chiarezza su priorità; mi ha spinto a valutare alternative.";3;"In linea a tratti: strumenti sufficienti; non è stato decisivo, ma migliorabile.";2;"Più debole del previsto: progressioni lente; ha aumentato l'insoddisfazione.";2;"Solo parzialmente in linea: equilibrio non sempre gestibile; ha contribuito alla scelta.";5;"Ben oltre le aspettative: cultura davvero inclusiva; è ciò che mi mancherà di più.";0;0;1;0;0;0;0;;7;Canali strutturati per valorizzare idee e iniziative.;0;0;0;0;0;0;0;0;0;0;0;0,084631814;0,098803702;0,066510945;0;0,0826729;0,070284491;0,11372162;-0,503368735;-0,597367643;-1,234800992;3;6;8;6;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1E+14;3;buona buona complessità casi funzionato bene discreto autonomia sufficiente costante resta punto miglioramento spesso oltre buona apertura proposte stato dipendeva progetto buona obiettivi abbastanza sfidanti apprezzato dipendeva progetto buona disponibilità carichi pesanti stato decisivo eccellente leadership efficace stato punto forza discreto strumenti sufficienti inciso parte maggiore chiarezza sarebbe stato ottimo sopra media pacchetto competitivo superato nettamente attese sotto picchi ricorrenti inciso pur essendo unico margine coerenza inciso pur essendo unico progetto esterno interessante difficilmente replicabile;43;5;30952,77;;M;MILLENNIALS;Operaio;EDILE;4;"Valutazione buona: buona complessità dei casi; ha funzionato bene.";3;"Nel complesso discreto: autonomia sufficiente, ma non costante; resta un punto di miglioramento.";4;"In linea e spesso oltre: buona apertura a proposte; non è stato un motivo di uscita. Dipendeva molto dal progetto.";4;"Valutazione buona: obiettivi abbastanza sfidanti; è un aspetto che ho apprezzato. Dipendeva molto dal progetto.";3;"Soddisfacente ma migliorabile: buona disponibilità, ma carichi pesanti; non è stato decisivo, ma migliorabile.";5;"Eccellente: leadership molto efficace; è stato un punto di forza.";3;"Nel complesso discreto: strumenti sufficienti; ha inciso in parte. Con maggiore chiarezza sarebbe stato ottimo.";5;"Molto sopra la media: pacchetto molto competitivo; ha superato nettamente le attese.";2;"Sotto le aspettative: picchi ricorrenti; ha inciso, pur non essendo l'unico motivo.";2;"C'era margine: coerenza migliorabile; ha inciso, pur non essendo l'unico motivo.";1;0;0;0;0;0;0;Progetto esterno molto interessante e difficilmente replicabile.;7;Migliore pianificazione dei carichi e più flessibilità.;0;0,125464774;0;0,09889126;0;0;0;0;0;0;0,091882688;0,086184223;0;0,135461923;0;0;0;0;-0,465361183;-0,644702074;0,686900224;3;1;8;6;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1637_ACR;3;esperienza solida collaborazioni utili colleghi esperti funzionato bene buona buona fiducia responsabilità stato elemento tratti spazio proporre serviva metodo area cui può lavorare sotto sfide limitate tempo inciso pur essendo unico discreto team alti bassi resta punto miglioramento gestione discreta area cui può lavorare sopra dotazioni adeguate stato ben oltre benefit davvero apprezzabili reso esperienza positiva buona buona flessibilità apprezzato sopra media forte coerenza valoriale reso esperienza positiva;35;3;37922,02;;M;MILLENNIALS;Impiegato;EDILE;4;"Esperienza solida: collaborazioni utili con colleghi esperti; ha funzionato bene.";4;"Valutazione buona: buona fiducia e responsabilità; è stato un elemento positivo.";3;"In linea a tratti: spazio per proporre, ma serviva più metodo; è un'area su cui si può lavorare.";2;"Sotto le aspettative: sfide limitate nel tempo; ha inciso, pur non essendo l'unico motivo.";3;"Nel complesso discreto: team ok, con alti e bassi; resta un punto di miglioramento.";3;"Soddisfacente ma migliorabile: gestione discreta, migliorabile; è un'area su cui si può lavorare.";4;"Sopra le aspettative: dotazioni adeguate; non è stato un motivo di uscita.";5;"Ben oltre le aspettative: benefit davvero apprezzabili; ha reso l'esperienza molto positiva.";4;"Valutazione buona: buona flessibilità; è un aspetto che ho apprezzato.";5;"Molto sopra la media: forte coerenza valoriale; ha reso l'esperienza molto positiva.";0;0;0;1;0;0;0;;6;Percorsi di crescita più chiari e progetti più sfidanti.;0;0;0;0,102489967;0;0,173354936;0,255798839;0;0,169700871;0;0;0;0;0,070195728;0;0;0;0,120021929;-0,35133853;-0,40734228;-0,370035445;1;3;3;6;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2577_ACR;1;sotto formazione tecnica sporadica stato fattore rilevante dipendeva progetto sopra media libertà impostare attività soluzioni reso esperienza positiva feedback costruttivo iniziative stato dipendeva progetto abbastanza alcuni stimolanti stato decisivo dipendeva progetto davvero ottima collaborazione superato nettamente attese sotto feedback sporadico aumentato insoddisfazione alcuni sopra media ottima organizzazione degli spazi superato nettamente attese buona pacchetto complessivamente buono stato elemento alcuni gestibile picchi determinato solo esperienza solida valori chiari supportato permanenza nuova posizione allineata ciò voglio sviluppare;27;1;37922,02;;F;MILLENNIALS;Impiegato;EDILE;2;"Sotto le aspettative: formazione tecnica sporadica; è stato un fattore rilevante. Dipendeva molto dal progetto.";5;"Molto sopra la media: libertà di impostare attività e soluzioni; ha reso l'esperienza molto positiva.";4;"Molto positivo: feedback costruttivo sulle iniziative; non è stato un motivo di uscita. Dipendeva molto dal progetto.";3;"Abbastanza in linea: alcuni periodi più stimolanti; non è stato decisivo, ma migliorabile. Dipendeva molto dal progetto.";5;"Aspetto davvero positivo: ottima collaborazione; ha superato nettamente le attese.";2;"Sotto le aspettative: feedback sporadico; ha aumentato l'insoddisfazione. In alcuni periodi era diverso.";5;"Molto sopra la media: ottima organizzazione degli spazi; ha superato nettamente le attese.";4;"Valutazione buona: pacchetto complessivamente buono; è stato un elemento positivo. In alcuni periodi era diverso.";3;"Soddisfacente ma migliorabile: gestibile, con picchi; non ha determinato la scelta da solo.";4;"Esperienza solida: valori chiari; ha supportato la permanenza.";0;1;0;0;0;0;0;Nuova posizione più allineata a ciò che voglio sviluppare.;8;Feedback più costante e priorità più chiare.;0,120074654;0;0;0;0;0;0,157069485;0,218590563;0;0;0;0;0;0;0;0;0,068322159;0;-0,503368735;-0,585390548;-0,177865323;5;0;8;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1E+14;1;crescita tecnica possibile continua inciso parte discreto buon margine qualche vincolo stato decisivo margine ascolto presente poco strutturato contribuito pienamente attività spesso simili stato fattore rilevante punto forza ottima collaborazione stato punto forza sotto allineamento sempre chiaro aumentato insoddisfazione sopra sede funzionale supportato permanenza maggiore chiarezza sarebbe stato ottimo purtroppo benefit poco allineati mercato spinto valutare alternative sotto difficile staccare spinto valutare alternative buona valori chiari funzionato bene stata offerta maggiore possibilità incidere decisioni;33;1;37922,02;LAUREA;M;MILLENNIALS;Impiegato;METALMECCANICO;3;"Soddisfacente ma migliorabile: crescita tecnica possibile ma non continua; ha inciso in parte.";3;"Nel complesso discreto: buon margine, con qualche vincolo; non è stato decisivo, ma migliorabile.";2;"C'era margine: ascolto presente ma poco strutturato; ha contribuito alla scelta.";2;"Non pienamente soddisfacente: attività spesso simili; è stato un fattore rilevante.";5;"Punto di forza: ottima collaborazione; è stato un punto di forza.";2;"Sotto le aspettative: allineamento non sempre chiaro; ha aumentato l'insoddisfazione.";4;"Sopra le aspettative: sede funzionale; ha supportato la permanenza. Con maggiore chiarezza sarebbe stato ottimo.";1;"Purtroppo non in linea: benefit poco allineati al mercato; mi ha spinto a valutare alternative.";1;"Molto sotto le aspettative: difficile staccare; mi ha spinto a valutare alternative.";4;"Valutazione buona: valori chiari; ha funzionato bene.";0;0;1;0;0;0;0;Mi è stata offerta maggiore possibilità di incidere sulle decisioni.;10;Migliore pianificazione dei carichi e più flessibilità e Maggiore competitività del pacchetto economico/benefit.;0,129289743;0;0;0,101643261;0,106516414;0;0;0;0;0;0,094439651;0,088582606;0,206832135;0,139231634;0,120979049;0,086532246;0;0;-0,326000162;-0,141566733;-1,234800992;2;2;5;6;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3,00001E+14;1;eccellente sfide tecniche stimolanti varie degli aspetti migliori autonomia sufficiente costante determinato solo sotto ascolto presente poco strutturato contribuito alterno alcuni stimolanti resta punto miglioramento maggiore chiarezza sarebbe stato ottimo eccellente team coeso degli aspetti migliori debole previsto feedback sporadico stato fattore rilevante solo parzialmente qualche limite spazi strumenti stato fattore rilevante abbastanza base area cui può lavorare margine picchi ricorrenti aumentato insoddisfazione esperienza solida valori chiari funzionato bene;51;1;37922,02;LAUREA;M;GEN X;Impiegato;COMMER.TERZ.;5;"Eccellente: sfide tecniche stimolanti e varie; è uno degli aspetti migliori.";3;"Soddisfacente ma migliorabile: autonomia sufficiente, ma non costante; non ha determinato la scelta da solo.";2;"Sotto le aspettative: ascolto presente ma poco strutturato; ha contribuito alla scelta.";3;"Alterno: alcuni periodi più stimolanti; resta un punto di miglioramento. Con maggiore chiarezza sarebbe stato ottimo.";5;"Eccellente: team molto coeso; è uno degli aspetti migliori.";2;"Più debole del previsto: feedback sporadico; è stato un fattore rilevante.";2;"Solo parzialmente in linea: qualche limite su spazi o strumenti; è stato un fattore rilevante.";3;"Abbastanza in linea: in linea con aspettative di base; è un'area su cui si può lavorare.";2;"C'era margine: picchi ricorrenti; ha aumentato l'insoddisfazione.";4;"Esperienza solida: valori chiari; ha funzionato bene.";0;0;1;0;0;0;0;;9;Canali strutturati per valorizzare idee e iniziative.;0;0,125674044;0;0,099056206;0;0,083773479;0,082409571;0,114687805;0,082007659;0;0,092035944;0;0,10078389;0,067843934;0,117899854;0;0,143386216;0,116000788;-0,224646692;0,034815958;-0,754375688;2;0;6;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-38439;3;esperienza solida opportunità apprendere campo apprezzato eccellente ampia autonomia ownership stato punto forza eccellente proposte trasformate risultati degli aspetti migliori debole previsto sfide limitate tempo stato fattore rilevante discreto collaborazione discreta area cui può lavorare maggiore chiarezza sarebbe stato ottimo feedback regolare apprezzato maggiore chiarezza sarebbe stato ottimo discreto qualche miglioramento possibile determinato solo sarebbe abbastanza base stato decisivo purtroppo carichi orari spesso sostenibili stato motivi principali abbastanza cultura inciso parte;31;2;28646,97;DIPLOMA;M;MILLENNIALS;Operaio;FEDERGASACQUA;4;"Esperienza solida: opportunità di apprendere sul campo; è un aspetto che ho apprezzato.";5;"Eccellente: ampia autonomia e ownership; è stato un punto di forza.";5;"Eccellente: proposte trasformate in risultati; è uno degli aspetti migliori.";2;"Più debole del previsto: sfide limitate nel tempo; è stato un fattore rilevante.";3;"Nel complesso discreto: collaborazione discreta; è un'area su cui si può lavorare. Con maggiore chiarezza sarebbe stato ottimo.";4;"Molto positivo: feedback regolare; è un aspetto che ho apprezzato. Con maggiore chiarezza sarebbe stato ottimo.";3;"Nel complesso discreto: qualche miglioramento possibile; non ha determinato la scelta da solo. Con piccoli aggiustamenti sarebbe migliorato molto.";3;"Abbastanza in linea: in linea con aspettative di base; non è stato decisivo, ma migliorabile.";1;"Purtroppo non in linea: carichi e orari spesso non sostenibili; è stato uno dei motivi principali.";3;"Abbastanza in linea: cultura ok nel complesso; ha inciso in parte.";0;0;0;0;0;1;0;;8;Percorsi di crescita più chiari e progetti più sfidanti.;0;0,127919636;0;0;0;0,085270376;0,083882097;0,116737091;0,083473003;0;0,187360955;0,087870516;0;0,069056195;0,120006534;0;0,072974148;0;-0,313330978;-1,04674997;-0,562205567;0;1;7;6;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1E+14;3;sotto formazione tecnica sporadica avuto impatto dipendeva progetto purtroppo decisioni centralizzate inciso modo significativo debole previsto tempi lunghi portare avanti iniziative stato fattore rilevante sopra buona varietà attività apprezzato sarebbe spesso oltre collaborazione efficace supportato permanenza sarebbe punto forza forte supporto direzione reso esperienza positiva buona dotazioni adeguate apprezzato sarebbe sotto benefit migliorabili inciso pur essendo unico sarebbe sopra smart working ben gestito funzionato bene sarebbe spesso oltre valori chiari stato elemento;31;5;38596,35;LAUREA;M;MILLENNIALS;Impiegato;FEDERGASACQUA;2;"Sotto le aspettative: formazione tecnica sporadica; ha avuto un impatto. Dipendeva molto dal progetto.";1;"Purtroppo non in linea: decisioni molto centralizzate; ha inciso in modo significativo.";2;"Più debole del previsto: tempi lunghi per portare avanti iniziative; è stato un fattore rilevante.";4;"Sopra le aspettative: buona varietà di attività; è un aspetto che ho apprezzato. Con piccoli aggiustamenti sarebbe migliorato molto.";4;"In linea e spesso oltre: collaborazione efficace; ha supportato la permanenza. Con piccoli aggiustamenti sarebbe migliorato molto.";5;"Punto di forza: forte supporto e direzione; ha reso l'esperienza molto positiva.";4;"Valutazione buona: dotazioni adeguate; è un aspetto che ho apprezzato. Con piccoli aggiustamenti sarebbe migliorato molto.";2;"Sotto le aspettative: benefit migliorabili; ha inciso, pur non essendo l'unico motivo. Con piccoli aggiustamenti sarebbe migliorato molto.";4;"Sopra le aspettative: smart working ben gestito; ha funzionato bene. Con piccoli aggiustamenti sarebbe migliorato molto.";4;"In linea e spesso oltre: valori chiari; è stato un elemento positivo.";0;0;0;0;1;0;0;;8;Maggiore competitività del pacchetto economico/benefit.;0,135530957;0;0,107781544;0,106549894;0;0;0,088643926;0;0;0,135530957;0;0;0;0,072976386;0;0;0;0;0,142759637;-0,023352802;0,494730103;2;4;6;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3E+14;7;spesso oltre buona complessità casi apprezzato solo parzialmente necessità maggiore fiducia contribuito abbastanza alcune idee recepite altre meno determinato solo maggiore chiarezza sarebbe stato ottimo solo parzialmente sfide limitate tempo contribuito buona collaborazione efficace supportato permanenza pienamente allineamento sempre chiaro aumentato insoddisfazione davvero strumenti eccellenti stato punto forza margine progressioni lente inciso pur essendo unico sarebbe solo parzialmente equilibrio sempre gestibile aumentato insoddisfazione sopra cultura positiva stato elemento dipendeva progetto;46;4;30079,41;QUALIFICA PROFESSIONALE;M;GEN X;Operaio;FEDERAMBIENTE;4;"In linea e spesso oltre: buona complessità dei casi; è un aspetto che ho apprezzato.";2;"Solo parzialmente in linea: necessità di maggiore fiducia; ha contribuito alla scelta.";3;"Abbastanza in linea: alcune idee recepite, altre meno; non ha determinato la scelta da solo. Con maggiore chiarezza sarebbe stato ottimo.";2;"Solo parzialmente in linea: sfide limitate nel tempo; ha contribuito alla scelta.";4;"Valutazione buona: collaborazione efficace; ha supportato la permanenza.";2;"Non pienamente soddisfacente: allineamento non sempre chiaro; ha aumentato l'insoddisfazione.";5;"Aspetto davvero positivo: strumenti eccellenti; è stato un punto di forza.";2;"C'era margine: progressioni lente; ha inciso, pur non essendo l'unico motivo. Con piccoli aggiustamenti sarebbe migliorato molto.";2;"Solo parzialmente in linea: equilibrio non sempre gestibile; ha aumentato l'insoddisfazione.";4;"Sopra le aspettative: cultura positiva; è stato un elemento positivo. Dipendeva molto dal progetto.";0;0;0;0;0;1;0;;7;Migliore pianificazione dei carichi e più flessibilità.;0;0;0;0;0;0;0;0;0;0;0,096958778;0;0;0,071472782;0;0,177680896;0,302111365;0;-0,123293222;0,027682932;-0,754375688;7;7;7;3;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
3,00001E+14;6;ben oltre forte apprendimento responsabilità superato nettamente attese decisamente insufficiente continui passaggi autorizzativi spinto valutare alternative debole previsto innovazione sempre prioritaria stato fattore rilevante abbastanza alcuni stimolanti inciso parte davvero ottima collaborazione reso esperienza positiva debole previsto decisioni poco tempestive contribuito spesso oltre spazi strumenti buoni funzionato bene alterno complessivamente adeguata determinato solo flessibilità discreta inciso parte dipendeva progetto discreto valori condivisibili sempre applicati stato decisivo;48;0;30952,77;LICENZA MEDIA;M;GEN X;Operaio;FEDERAMBIENTE;5;"Ben oltre le aspettative: forte apprendimento e responsabilità; ha superato nettamente le attese.";1;"Decisamente insufficiente: continui passaggi autorizzativi; mi ha spinto a valutare alternative.";2;"Più debole del previsto: innovazione non sempre prioritaria; è stato un fattore rilevante.";3;"Abbastanza in linea: alcuni periodi più stimolanti; ha inciso in parte.";5;"Aspetto davvero positivo: ottima collaborazione; ha reso l'esperienza molto positiva.";2;"Più debole del previsto: decisioni poco tempestive; ha contribuito alla scelta.";4;"In linea e spesso oltre: spazi e strumenti buoni; ha funzionato bene.";3;"Alterno: complessivamente adeguata; non ha determinato la scelta da solo.";3;"Soddisfacente ma migliorabile: flessibilità discreta; ha inciso in parte. Dipendeva molto dal progetto.";3;"Nel complesso discreto: valori condivisibili, ma non sempre applicati; non è stato decisivo, ma migliorabile.";1;0;0;0;0;0;0;;4;Canali strutturati per valorizzare idee e iniziative.;0;0;0;0,108837731;0;0;0,090547287;0;0;0;0;0,189705245;0,110736019;0;0;0,185314269;0,078772603;0;-0,224646692;-0,102747636;-0,850460749;2;2;2;6;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1E+14;1;abbastanza contenuti adeguati alcuni momenti piatti inciso parte purtroppo poca delega priorità scelte spinto valutare alternative canali informali funzionavano metà determinato solo spesso oltre progetti interessanti stato elemento sotto comunicazione sempre efficace avuto impatto decisamente insufficiente poca chiarezza priorità pesato decisione tratti qualche miglioramento possibile stato decisivo sotto benefit migliorabili avuto impatto gestibile picchi resta punto miglioramento dipendeva progetto esperienza solida cultura positiva stato;59;23;41574,81;DIPLOMA;M;BOOMERS;Operaio;FEDERAMBIENTE;3;"Abbastanza in linea: contenuti adeguati, con alcuni momenti più piatti; ha inciso in parte.";1;"Purtroppo non in linea: poca delega su priorità e scelte; mi ha spinto a valutare alternative.";3;"Soddisfacente ma migliorabile: canali informali funzionavano a metà; non ha determinato la scelta da solo.";4;"In linea e spesso oltre: progetti interessanti; è stato un elemento positivo.";2;"Sotto le aspettative: comunicazione non sempre efficace; ha avuto un impatto.";1;"Decisamente insufficiente: poca chiarezza su priorità; ha pesato molto sulla decisione.";3;"In linea a tratti: qualche miglioramento possibile; non è stato decisivo, ma migliorabile.";2;"Sotto le aspettative: benefit migliorabili; ha avuto un impatto.";3;"Soddisfacente ma migliorabile: gestibile, con picchi; resta un punto di miglioramento. Dipendeva molto dal progetto.";4;"Esperienza solida: cultura positiva; non è stato un motivo di uscita.";0;0;0;0;1;0;0;;8;Più delega e chiarezza sulle responsabilità.;0;0;0,23908535;0;0;0;0,09831676;0;0;0;0;0,102991517;0;0,080939576;0,140657589;0,100607644;0,085531741;0;-0,009270568;-0,760715071;-1,426971114;4;2;7;5;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
